Tweet,Tweet_Clear,Tweet_Eng,TextBlobTür,TextBlobYoğunluk,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383
"@finance_python Bu dediğiniz borsaları üzerinde sıkı kamu denetiminin, kirlenmemiş kamu otoritelerinin, hilesiz saydamlığın olduğu ülkelerde bu dediğiniz sorun yaratmaz ama bunun tersi bizim gibi ülkelerde küçücük k yatırımcının soyulmasına yol açar! Açıyor da zaten…",bu dediğiniz borsaları üzerinde sıkı kamu denetiminin kirlenmemiş kamu otoritelerinin hilesiz saydamlığın olduğu ülkelerde bu dediğiniz sorun yaratmaz ama bunun tersi bizim gibi ülkelerde küçücük k yatırımcının soyulmasına yol açar açıyor da zaten,bu dediğiniz borsaları üzerinde sıkı kamu denetiminin kirlenmemiş kamu otoritelerinin hilesiz saydamlığın olduğu ülkelerde bu dediğiniz sorun yaratmaz ama bunun tersi bizim gibi ülkelerde küçücük k yatırımcının soyulmasına yol açar açıyor da zaten,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@mstrYoda_ Python da boş paket 1.4 egea o zaman,python da boş paket eğer o zaman,python da boş paket eğer o zaman,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciddi olamazsın chatgpt .Keyloger yazdırdım python da tabi bunu yazmadan bazı kritik konuşmalarla aşılması gereken önlemleri var.Yaz deyince yazmıyor çakal😁 https://t.co/9FaVS6UpmO,ciddi olamazsın chatgpt keyloger yazdırdım python da tabi bunu yazmadan bazı kritik konuşmalarla aşılması gereken önlemleri var yaz deyince yazmıyor çakal,ciddi olamazsın chatgpt keyloger yazdırdım python da tabi bunu yazmadan bazı kritik konuşmalarla aşılması gereken önlemleri var yaz deyince yazmıyor çakal,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@mstrYoda_ Python ise Toyotadır. Şehirde dağda, sahilde, çölde her yere gidersiniz sizi yarı yolda bırakmaz",python ise toyotadır şehirde dağda sahilde çölde her yere gidersiniz sizi yarı yolda bırakmaz,python ise toyotadır şehirde dağda sahilde çölde her yere gidersiniz sizi yarı yolda bırakmaz,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@kivancozbilgic merhaba bu formülü python diline adapte edip al sat botu kodlamak istiyorum izniniz varsa formül linkine erişim izni verebilir misiniz? teşekkürler bizimle indikatörünüzü paylaştıgınız için,merhaba bu formülü python diline adapte edip al sat botu kodlamak istiyorum izniniz varsa formül linkine erişim izni verebilir misiniz teşekkürler bizimle indikatörünüzü paylaştığınız için,merhaba bu formülü python diline adapte edip al sat botu kodlamak istiyorum izniniz varsa formül linkine erişim izni verebilir misiniz teşekkürler bizimle indikatörünüzü paylaştığınız için,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ortadoğu halkları... https://t.co/W7XZyZakQl,ortadoğu halkları,ortadoğu halkları,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Öğretmenlerimize Yönelik Mesleki Çalışmalar 🔎

💻 Python ile Yapay Zekâ Giriş Kursu
 🔗 Öğretmen Bilişim Ağı üzerinden gerçekleşecektir.

🎯 https://t.co/bYq1Cex6R3

@tcmeb @istanbulilmem @halebagceozbas https://t.co/tK3pK26sfb",öğretmenlerimize yönelik mesleki çalışmalar python ile yapay zeka giriş kursu öğretmen bilişim ağı üzerinden gerçekleşecektir,öğretmenlerimize yönelik mesleki çalışmalar python ile yapay zeka giriş kursu öğretmen bilişim ağı üzerinden gerçekleşecektir,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@mercatorkure Bundan hepimiz mutsuzuz hocam,bundan hepimiz mutsuzuz hocam,bundan hepimiz mutsuzuz hocam,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@bahdere Çok iyi ya ben de makale yazdırıyorum konuları araştırtıyorum 😅 Hayatımı güzelleştiren 3 şey: Python, Ui.path, Chatgpt",çok iyi ya ben de makale yazdırıyorum konuları araştırtıyorum hayatımı güzelleştiren şey python uı path chatgpt,çok iyi ya ben de makale yazdırıyorum konuları araştırtıyorum hayatımı güzelleştiren şey python uı path chatgpt,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Şimdi, Python-Django bazlı bir webmaster CMS’i kullanıyorum, siteler hissedilir derecede hızlandı. Ayrıca, artık EC2’deyim, orada çok ciddi bir fiyat farkı yok ama ram’e cpu gücünü feda etmiş oldum.
Bu durumda bile aylık 15 dolar gidiyor web sitelerine.",şimdi python django bazlı bir webmaster camisi ı kullanıyorum siteler hissedilir derecede hızlandı ayrıca artık ec deyim orada çok ciddi bir fiyat farkı yok ama ram e cpu gücünü feda etmiş oldum bu durumda bile aylık dolar gidiyor web sitelerine,şimdi python django bazlı bir webmaster camisi ı kullanıyorum siteler hissedilir derecede hızlandı ayrıca artık ec deyim orada çok ciddi bir fiyat farkı yok ama ram e cpu gücünü feda etmiş oldum bu durumda bile aylık dolar gidiyor web sitelerine,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@oktayarslan hoca sen ai programlama python falandan devam karışma buralara,hoca senai programlama python falandan devam karışma buralara,hoca senai programlama python falandan devam karışma buralara,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@super__protocol 
[Python Yarışması] 40.000 Kazanmak İçin Bir Makine Öğrenimi Çözümü Oluşturun. büyuk ödüllu  yarişma devamı makelde  🥳🥳🧐👇👇👇 

#crypto #protocol #MATIC #Polygon #TEE #ConfidentialComputing

https://t.co/70LdJBjW1a",python yarışması kazanmak için bir makine öğrenimi çözümü oluşturun büyük ödüllü yarışma devamı Pakel'de,python yarışması kazanmak için bir makine öğrenimi çözümü oluşturun büyük ödüllü yarışma devamı Pakel'de,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"aynı anda hem yapay zeka hem android hem de python üzerine proje geliştirmek istiyorum ama olmuyor, bi plan lazım buna",aynı anda hem yapay zeka hem android hem de python üzerine proje geliştirmek istiyorum ama olmuyor bir plan lazım buna,aynı anda hem yapay zeka hem android hem de python üzerine proje geliştirmek istiyorum ama olmuyor bir plan lazım buna,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yazılımcınızı da sikiyim sizi de introduction to python kursu alan bill gates gibi geziyo etrafta https://t.co/QPJAIJlDDz,yazılımcınızı da sikeyim sizi de introduction to python kursu alan bill gates gibi geziyor etrafta,yazılımcınızı da sikeyim sizi de introduction to python kursu alan bill gates gibi geziyor etrafta,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TIOBE Index tarafından yapılan sıralamaya göre en popüler programlama dilleri arasında Python birinci, C ikinci, C++ üçüncü sırada yer alıyor… https://t.co/A18cAvA6S1",töbe ındex tarafından yapılan sıralamaya göre en popüler programlama dilleri arasında python birinci c ikinci c üçüncü sırada yer alıyor,töbe ındex tarafından yapılan sıralamaya göre en popüler programlama dilleri arasında python birinci c ikinci c üçüncü sırada yer alıyor,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Geleceğin teknolojoisi şüphesiz #web3 ve #blockchain bunu öngörmek çok zor değil. Bu duruma bakarsak geleceğin yazılım dilleri de C++, Go, Python, JavaScript ve Solidity olacaktır. Özellikle #Solidity yazılım dilinin giderek kullanım olarak artacağını düşünüyorum. https://t.co/dTvUJF2eM6",geleceğin teknolojisi şüphesiz ve bunu öngörmek çok zor değil bu duruma bakarsak geleceğin yazılım dilleri de c go python javascript ve solidity olacaktır özellikle yazılım dilinin giderek kullanım olarak artacağını düşünüyorum,geleceğin teknolojisi şüphesiz ve bunu öngörmek çok zor değil bu duruma bakarsak geleceğin yazılım dilleri de c go python javascript ve solidity olacaktır özellikle yazılım dilinin giderek kullanım olarak artacağını düşünüyorum,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@finance_python Rahatsız olmamın  nedeni alamıyor olmak . Büyük arz denilen Astor bile almak zor .  Eski açık olan hisseler de üç beş tahtacı sahiplenmis yaşam hakki tanımıyor.,rahatsız olmamın nedeni alamıyor olmak büyük arz denilen astor bile almak zor eski açık olan hisseler de üç beş tahtacı sahiplenmiş yaşam hakkı tanımıyor,rahatsız olmamın nedeni alamıyor olmak büyük arz denilen astor bile almak zor eski açık olan hisseler de üç beş tahtacı sahiplenmiş yaşam hakkı tanımıyor,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemen saldırı makinemizden bir meterpreter exe hazırlıyoruz ve python http sunucu ile yayınlıyoruz. Kiosk makinesinden o adrese ulaşıp exe dosyasını indiriyoruz.,hemen saldırı makinemizden bir meterpreter exe hazırlıyoruz ve python http sunucu ile yayınlıyoruz kiosk makinesinden o adrese ulaşıp exe dosyasını indiriyoruz,hemen saldırı makinemizden bir meterpreter exe hazırlıyoruz ve python http sunucu ile yayınlıyoruz kiosk makinesinden o adrese ulaşıp exe dosyasını indiriyoruz,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"derin öğrenme, robotik proses alanlarında fiziksel serverda, sanallaştırmada ve micro servis altyapılarında farklı uygulamalar geliştirip, kendi servislerimizi hybrid olarak yöneteceğimiz eğtimimize başarı ile devam ediyoruz.

#devops #python #docker #linux #kubernetes",derin öğrenme robotik proses alanlarında fiziksel Server'de sanallaştırmada ve micro servis altyapılarında farklı uygulamalar geliştirip kendi servislerimizi hybrid olarak yöneteceğimiz eğitimimize başarı ile devam ediyoruz,derin öğrenme robotik proses alanlarında fiziksel Server'de sanallaştırmada ve micro servis altyapılarında farklı uygulamalar geliştirip kendi servislerimizi hybrid olarak yöneteceğimiz eğitimimize başarı ile devam ediyoruz,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yeni bir #bootcamp yeni bir adım. Boşa giden zamanıma yanarım. 

#Data is loading... 
Welcome #Python 🤗",yeni bir yeni bir adım boşa giden zamanıma yanarım is loading welcome,yeni bir yeni bir adım boşa giden zamanıma yanarım is loading welcome,Pozitif,%75 - %100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@YedekPersona Shrek 3 güzeldi  tam monty python komedisiydi,shrek güzeldi tam monty python komedisiydi,shrek güzeldi tam monty python komedisiydi,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
